# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-t" "gene" "-g" "ID" "-s" "1" "-a" "annotation.gff" "-o" "counts.txt" "SRR10379724.bam" "SRR10379722.bam" "SRR10379725.bam" "SRR10379726.bam" "SRR10379723.bam" "SRR10379721.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR10379724.bam	SRR10379722.bam	SRR10379725.bam	SRR10379726.bam	SRR10379723.bam	SRR10379721.bam
gene-SAOUHSC_02645	CP000253.1	2430190	2430633	+	444	27472	3299	7303	210	921	1346
gene-SAOUHSC_02646	CP000253.1	2430630	2431085	+	456	28224	4887	6646	562	1234	2021
gene-SAOUHSC_02647	CP000253.1	2431151	2432629	-	1479	4606	5392	5662	1846	4665	7555
gene-SAOUHSC_02648	CP000253.1	2433010	2434608	-	1599	27573	8242	31374	5648	9806	11473
gene-SAOUHSC_02649	CP000253.1	2434925	2436598	+	1674	3480	3323	3927	406	2962	4164
gene-SAOUHSC_02650	CP000253.1	2436751	2437380	-	630	22467	7767	39401	4006	5456	8168
gene-SAOUHSC_02651	CP000253.1	2437694	2438209	-	516	892	260	1278	212	231	369
gene-SAOUHSC_02652	CP000253.1	2438502	2439404	+	903	1709	855	2991	867	673	1192
gene-SAOUHSC_02653	CP000253.1	2439450	2439785	-	336	235	177	385	207	103	228
gene-SAOUHSC_02654	CP000253.1	2439887	2440921	-	1035	652	432	999	147	316	707
gene-SAOUHSC_02655	CP000253.1	2440932	2441048	-	117	1	0	0	0	1	1
gene-SAOUHSC_02656	CP000253.1	2441153	2441584	-	432	1834	1237	2560	837	1279	1835
gene-SAOUHSC_02657	CP000253.1	2441636	2441728	+	93	13	14	16	0	20	42
gene-SAOUHSC_02658	CP000253.1	2441791	2443068	-	1278	1121	1016	2124	180	951	1309
gene-SAOUHSC_02659	CP000253.1	2443229	2443852	+	624	3022	12715	4202	143	15366	18382
gene-SAOUHSC_02660	CP000253.1	2443898	2444842	+	945	4302	17301	4721	239	22732	26004
gene-SAOUHSC_02661	CP000253.1	2444928	2446178	-	1251	545	6813	278	43	4809	7524
gene-SAOUHSC_02662	CP000253.1	2446156	2446371	-	216	53	914	69	18	574	838
gene-SAOUHSC_02663	CP000253.1	2446357	2446938	+	582	1675	573	3227	208	345	649
gene-SAOUHSC_02664	CP000253.1	2448426	2450531	+	2106	3736	3158	4812	287	3906	4528
gene-SAOUHSC_02665	CP000253.1	2450602	2451024	+	423	15089	6054	15124	1849	4465	6613
gene-SAOUHSC_02666	CP000253.1	2451289	2451645	+	357	2085	619	2583	153	628	868
gene-SAOUHSC_02667	CP000253.1	2452049	2453326	-	1278	16547	15469	23434	3941	16867	19620
gene-SAOUHSC_02668	CP000253.1	2453508	2453873	-	366	1166	196	1369	50	184	289
gene-SAOUHSC_02669	CP000253.1	2454271	2454717	+	447	7306	3554	9774	492	3578	5006
gene-SAOUHSC_02670	CP000253.1	2454933	2455361	+	429	3380	3578	4337	211	4288	5030
gene-SAOUHSC_02671	CP000253.1	2455468	2456637	-	1170	1232	805	5596	364	733	969
gene-SAOUHSC_02672	CP000253.1	2457007	2457645	+	639	148	172	184	12	206	274
gene-SAOUHSC_02673	CP000253.1	2457715	2457921	+	207	39	50	55	11	56	85
gene-SAOUHSC_02674	CP000253.1	2457900	2458640	+	741	285	349	477	30	488	552
gene-SAOUHSC_02675	CP000253.1	2458898	2459500	-	603	1415	1407	2015	222	1522	2141
gene-SAOUHSC_02676	CP000253.1	2459574	2460608	-	1035	3437	2985	5155	761	2993	3797
gene-SAOUHSC_02677	CP000253.1	2460632	2461084	-	453	1954	1246	2812	280	1276	1626
gene-SAOUHSC_02678	CP000253.1	2461104	2461781	-	678	1123	554	1532	101	505	707
gene-SAOUHSC_02679	CP000253.1	2461774	2462364	-	591	413	83	649	45	83	159
gene-SAOUHSC_02680	CP000253.1	2462342	2463787	-	1446	1543	344	2152	525	307	530
gene-SAOUHSC_02681	CP000253.1	2463891	2467580	-	3690	2049	487	2796	560	380	810
gene-SAOUHSC_02682	CP000253.1	2467889	2468866	-	978	1552	948	3054	581	883	1327
gene-SAOUHSC_02683	CP000253.1	2468857	2469171	-	315	296	142	616	204	124	169
gene-SAOUHSC_02684	CP000253.1	2469175	2471580	-	2406	1299	743	2493	444	712	933
gene-SAOUHSC_02685	CP000253.1	2471646	2472377	-	732	85	86	241	44	87	116
gene-SAOUHSC_02686	CP000253.1	2472607	2473143	-	537	610	362	1165	152	334	529
gene-SAOUHSC_02687	CP000253.1	2473376	2474200	-	825	3673	980	4713	465	818	1162
gene-SAOUHSC_02688	CP000253.1	2474417	2474599	-	183	54	5	142	17	13	9
gene-SAOUHSC_02689	CP000253.1	2474683	2475150	-	468	468	89	516	37	88	114
gene-SAOUHSC_02690	CP000253.1	2475336	2476886	-	1551	2440	12811	4217	481	13376	21139
gene-SAOUHSC_02691	CP000253.1	2477181	2477447	-	267	1974	5243	2140	289	4822	6662
gene-SAOUHSC_02692	CP000253.1	2477447	2477698	-	252	1013	2696	1713	71	2407	3411
gene-SAOUHSC_02693	CP000253.1	2477863	2477964	-	102	39	24	18	2	25	47
gene-SAOUHSC_02694	CP000253.1	2477971	2478570	-	600	2738	1828	4376	210	1956	2407
gene-SAOUHSC_02695	CP000253.1	2478589	2478939	-	351	1127	605	1232	134	600	697
gene-SAOUHSC_02696	CP000253.1	2479206	2480456	+	1251	524	1861	564	42	2385	2777
gene-SAOUHSC_02697	CP000253.1	2480553	2481284	-	732	9113	30879	14843	4567	36768	45232
gene-SAOUHSC_02698	CP000253.1	2481281	2482000	-	720	5765	15289	9247	2883	18309	22550
gene-SAOUHSC_02699	CP000253.1	2481981	2482760	-	780	4583	11242	8490	1517	15342	18425
gene-SAOUHSC_02700	CP000253.1	2482881	2484239	-	1359	6301	4637	12381	967	4175	4761
gene-SAOUHSC_02701	CP000253.1	2484250	2484393	-	144	110	72	183	3	76	103
gene-SAOUHSC_02702	CP000253.1	2484494	2484598	+	105	131	1815	172	8	1202	4663
gene-SAOUHSC_02703	CP000253.1	2484752	2485438	-	687	14546	5545	20185	2137	4503	7711
gene-SAOUHSC_02704	CP000253.1	2485765	2486631	-	867	2179	1891	2468	237	2302	2760
gene-SAOUHSC_02705	CP000253.1	2487184	2487288	-	105	36	8	73	4	18	14
gene-SAOUHSC_02706	CP000253.1	2487383	2488693	+	1311	31427	24078	47543	2650	16650	26042
gene-SAOUHSC_02707	CP000253.1	2488633	2488815	-	183	26	44	22	3	32	56
gene-SAOUHSC_02708	CP000253.1	2489229	2490158	+	930	12860	3798	21336	1044	2092	5783
gene-SAOUHSC_02709	CP000253.1	2490726	2491673	+	948	15062	8352	21851	989	5167	12271
gene-SAOUHSC_02710	CP000253.1	2491675	2492652	+	978	11970	10246	15652	1043	5734	14351
gene-SAOUHSC_02711	CP000253.1	2492704	2493171	-	468	71	72	84	6	111	155
gene-SAOUHSC_02712	CP000253.1	2493182	2493874	-	693	237	239	454	51	263	376
gene-SAOUHSC_02713	CP000253.1	2493885	2495000	-	1116	288	209	375	39	230	366
gene-SAOUHSC_02714	CP000253.1	2494978	2495985	-	1008	184	183	284	44	194	280
gene-SAOUHSC_02715	CP000253.1	2495987	2497345	-	1359	80	117	63	11	126	225
gene-SAOUHSC_02716	CP000253.1	2497323	2498009	-	687	28	61	21	3	48	77
gene-SAOUHSC_A02577	CP000253.1	2498063	2498230	-	168	4	1	3	0	4	2
gene-SAOUHSC_02717	CP000253.1	2498230	2498373	-	144	0	2	1	1	2	3
gene-SAOUHSC_02718	CP000253.1	2498461	2500194	-	1734	224	344	414	32	463	749
gene-SAOUHSC_02719	CP000253.1	2500219	2501982	-	1764	139	170	174	38	219	281
gene-SAOUHSC_02720	CP000253.1	2502476	2502583	-	108	4	1	1	1	1	0
gene-SAOUHSC_02721	CP000253.1	2502610	2502717	-	108	4549	4498	1786	730	3202	6484
gene-SAOUHSC_02722	CP000253.1	2502851	2503237	-	387	1025	625	828	90	750	895
gene-SAOUHSC_02723	CP000253.1	2503505	2504647	+	1143	4576	18363	4077	1748	19720	19765
gene-SAOUHSC_02724	CP000253.1	2504707	2505366	+	660	8115	38141	9818	918	45138	40725
gene-SAOUHSC_02725	CP000253.1	2505548	2506759	+	1212	11787	3484	12999	2550	2732	4077
gene-SAOUHSC_02726	CP000253.1	2506882	2507355	-	474	431	243	759	243	192	240
gene-SAOUHSC_02727	CP000253.1	2507555	2508124	+	570	4420	1691	5990	1567	851	2341
gene-SAOUHSC_02728	CP000253.1	2508187	2508993	-	807	433	420	926	62	416	718
gene-SAOUHSC_02729	CP000253.1	2509280	2510689	+	1410	4759	2112	7045	892	1284	1696
gene-SAOUHSC_02731	CP000253.1	2510827	2512905	+	2079	8377	3814	13259	802	4857	5952
gene-SAOUHSC_02732	CP000253.1	2512984	2513085	-	102	6	1	6	0	4	1
gene-SAOUHSC_02733	CP000253.1	2513045	2514874	-	1830	16351	6331	25061	3375	4817	8403
gene-SAOUHSC_02734	CP000253.1	2514968	2515072	-	105	7	2	2	0	4	2
gene-SAOUHSC_02736	CP000253.1	2515106	2516602	+	1497	3440	2413	3861	305	2729	3721
gene-SAOUHSC_02737	CP000253.1	2516694	2517545	-	852	1384	1681	1668	346	1026	1986
gene-SAOUHSC_02738	CP000253.1	2517701	2517898	+	198	1	12	2	0	12	31
gene-SAOUHSC_02739	CP000253.1	2517867	2518802	-	936	2170	660	3461	1177	544	941
gene-SAOUHSC_02740	CP000253.1	2519028	2520428	-	1401	8607	1329	9664	1321	951	1683
gene-SAOUHSC_02741	CP000253.1	2520722	2521417	-	696	768	1316	1010	256	1324	2103
gene-SAOUHSC_02742	CP000253.1	2521417	2522358	-	942	808	1276	1169	178	1429	1944
gene-SAOUHSC_02743	CP000253.1	2522375	2523010	-	636	328	418	568	109	470	703
gene-SAOUHSC_02744	CP000253.1	2523007	2524233	-	1227	643	620	1478	420	662	951
gene-SAOUHSC_02745	CP000253.1	2524560	2524679	-	120	0	7	1	0	7	7
gene-SAOUHSC_02746	CP000253.1	2524759	2524899	-	141	9	18	6	2	13	18
gene-SAOUHSC_02747	CP000253.1	2524903	2525502	-	600	1549	1983	1883	105	2337	3079
gene-SAOUHSC_02750	CP000253.1	2525682	2527319	+	1638	2483	4256	3766	508	4808	6024
gene-SAOUHSC_02751	CP000253.1	2527927	2529279	+	1353	15346	4413	18439	5603	2959	4432
gene-SAOUHSC_02752	CP000253.1	2529341	2530468	-	1128	2287	5060	2459	556	5816	7196
gene-SAOUHSC_02753	CP000253.1	2530924	2531700	-	777	3524	2102	3857	935	1565	2302
gene-SAOUHSC_02754	CP000253.1	2531693	2532355	-	663	1509	916	1420	725	681	893
gene-SAOUHSC_02755	CP000253.1	2532603	2533679	-	1077	6790	4933	7193	3255	4730	6238
gene-SAOUHSC_02756	CP000253.1	2534034	2534300	-	267	4025	3644	3060	192	5859	6003
gene-SAOUHSC_02757	CP000253.1	2534300	2534557	-	258	5370	5024	6374	95	5925	7068
gene-SAOUHSC_02758	CP000253.1	2534663	2534857	-	195	25	31	33	3	41	49
gene-SAOUHSC_02759	CP000253.1	2534916	2535371	+	456	3615	1826	5202	295	1872	2692
gene-SAOUHSC_02760	CP000253.1	2535539	2537116	-	1578	1911	1049	3052	720	889	1571
gene-SAOUHSC_02761	CP000253.1	2537311	2538060	+	750	792	350	943	103	427	529
gene-SAOUHSC_02762	CP000253.1	2538284	2539477	-	1194	787	2998	1117	265	2826	4781
gene-SAOUHSC_02763	CP000253.1	2539489	2540238	-	750	159	1076	267	116	1115	1623
gene-SAOUHSC_02764	CP000253.1	2540231	2541046	-	816	110	889	224	55	659	1097
gene-SAOUHSC_02765	CP000253.1	2541043	2541912	-	870	74	543	97	18	395	590
gene-SAOUHSC_02766	CP000253.1	2541909	2542844	-	936	457	1446	899	129	1630	2598
gene-SAOUHSC_02767	CP000253.1	2542857	2544455	-	1599	1345	5505	2943	284	5324	8352
gene-SAOUHSC_02768	CP000253.1	2544598	2545812	-	1215	139	1863	297	34	1478	2624
gene-SAOUHSC_02769	CP000253.1	2545892	2546710	-	819	149	1842	356	34	1391	2656
gene-SAOUHSC_02770	CP000253.1	2546721	2547542	-	822	165	1957	344	67	1401	2863
gene-SAOUHSC_02771	CP000253.1	2548409	2548774	-	366	1522	314	1785	360	396	403
gene-SAOUHSC_02772	CP000253.1	2549037	2549675	-	639	7907	3077	14051	7803	1861	2697
gene-SAOUHSC_02773	CP000253.1	2550088	2551626	+	1539	9684	2151	16527	1685	1710	2536
gene-SAOUHSC_02774	CP000253.1	2551738	2552160	-	423	11080	3117	14235	998	2216	2788
gene-SAOUHSC_02775	CP000253.1	2552612	2553031	-	420	500	278	768	73	299	453
gene-SAOUHSC_02776	CP000253.1	2553049	2553468	-	420	285	71	502	37	75	112
gene-SAOUHSC_A02635	CP000253.1	2553422	2553643	+	222	25	9	99	2	9	21
gene-SAOUHSC_02777	CP000253.1	2553735	2554157	-	423	849	128	1547	182	115	247
gene-SAOUHSC_02778	CP000253.1	2554408	2555103	-	696	1870	410	4063	735	251	458
gene-SAOUHSC_02779	CP000253.1	2555392	2555673	+	282	3459	1074	5997	698	570	877
gene-SAOUHSC_02780	CP000253.1	2555609	2555794	+	186	457	114	523	275	130	138
gene-SAOUHSC_02781	CP000253.1	2555933	2556124	-	192	8969	1688	8292	453	1079	2524
gene-SAOUHSC_02782	CP000253.1	2556559	2556681	+	123	13	24	6	0	32	31
gene-SAOUHSC_02783	CP000253.1	2556685	2557479	-	795	469	285	759	151	313	400
gene-SAOUHSC_02784	CP000253.1	2558015	2558302	-	288	109	70	196	26	77	117
gene-SAOUHSC_02785	CP000253.1	2558305	2558631	-	327	166	81	210	11	92	134
gene-SAOUHSC_02786	CP000253.1	2558631	2558924	-	294	72	33	84	4	26	54
gene-SAOUHSC_02787	CP000253.1	2558843	2559955	-	1113	484	217	839	179	228	325
gene-SAOUHSC_02788	CP000253.1	2559952	2560737	-	786	466	167	874	84	200	275
gene-SAOUHSC_02789	CP000253.1	2560849	2561550	-	702	393	175	533	94	151	227
gene-SAOUHSC_02790	CP000253.1	2561928	2564789	-	2862	2007	1243	2441	225	1897	2416
gene-SAOUHSC_02791	CP000253.1	2564791	2565183	-	393	250	93	434	37	106	139
gene-SAOUHSC_02793	CP000253.1	2565300	2567108	+	1809	1210	857	1593	205	869	1377
gene-SAOUHSC_02794	CP000253.1	2567392	2567658	+	267	409	104	711	26	97	223
gene-SAOUHSC_02795	CP000253.1	2567802	2568110	+	309	130	62	134	11	44	82
gene-SAOUHSC_02796	CP000253.1	2568218	2568451	-	234	44	11	65	6	23	13
gene-SAOUHSC_02797	CP000253.1	2568432	2569625	-	1194	462	264	696	59	294	441
gene-SAOUHSC_02798	CP000253.1	2570009	2574892	-	4884	2248	2846	3621	1550	3451	4252
gene-SAOUHSC_02799	CP000253.1	2575197	2575517	-	321	18	7	7	0	20	17
gene-SAOUHSC_02800	CP000253.1	2575879	2576622	+	744	22	12	13	0	14	14
gene-SAOUHSC_02801	CP000253.1	2576833	2577615	-	783	1452	975	2017	555	1110	1541
gene-SAOUHSC_02802	CP000253.1	2577879	2580632	-	2754	17078	26602	9067	2070	16848	14486
gene-SAOUHSC_02803	CP000253.1	2581383	2584355	-	2973	18146	16569	16648	4512	11245	10637
gene-SAOUHSC_02804	CP000253.1	2584423	2584524	-	102	13	8	19	0	1	3
gene-SAOUHSC_02805	CP000253.1	2584573	2584875	-	303	0	0	0	0	2	4
gene-SAOUHSC_02806	CP000253.1	2584907	2586265	-	1359	2027	6618	3985	1068	4160	5389
gene-SAOUHSC_02808	CP000253.1	2586382	2587935	-	1554	2192	3691	4058	1578	2264	2984
gene-SAOUHSC_02809	CP000253.1	2587959	2588639	-	681	2694	1498	3804	2093	1011	1570
gene-SAOUHSC_02810	CP000253.1	2588793	2589557	-	765	3298	2668	6112	1122	2242	3413
gene-SAOUHSC_02811	CP000253.1	2589722	2590414	-	693	1849	731	3580	211	666	899
gene-SAOUHSC_02812	CP000253.1	2590645	2591061	-	417	34477	11061	46980	14650	8879	13073
gene-SAOUHSC_02813	CP000253.1	2591200	2592045	-	846	2426	3028	1470	104	3319	3813
gene-SAOUHSC_02814	CP000253.1	2591843	2593093	-	1251	4298	5195	2207	183	5493	6636
gene-SAOUHSC_02815	CP000253.1	2593502	2594779	-	1278	23291	10398	24937	4788	7626	9501
gene-SAOUHSC_02816	CP000253.1	2595326	2595937	+	612	2189	692	3569	115	608	939
gene-SAOUHSC_02817	CP000253.1	2595946	2596044	-	99	0	0	0	0	0	1
gene-SAOUHSC_02818	CP000253.1	2596034	2597197	-	1164	553	464	839	97	478	829
gene-SAOUHSC_02819	CP000253.1	2597190	2597648	-	459	83	120	183	15	130	164
gene-SAOUHSC_02820	CP000253.1	2598082	2598777	+	696	950	218	1631	401	319	413
gene-SAOUHSC_02821	CP000253.1	2598779	2599549	+	771	820	242	1358	136	283	360
gene-SAOUHSC_02822	CP000253.1	2599922	2601886	+	1965	6683	2962	9430	1246	1621	3661
gene-SAOUHSC_A02680	CP000253.1	2601899	2602111	+	213	477	391	975	83	234	452
gene-SAOUHSC_02823	CP000253.1	2602404	2603309	+	906	3310	1003	4399	307	824	1210
gene-SAOUHSC_02824	CP000253.1	2603414	2604007	-	594	316	336	485	339	326	584
gene-SAOUHSC_02825	CP000253.1	2604029	2604901	-	873	244	216	397	186	226	269
gene-SAOUHSC_02826	CP000253.1	2605075	2605509	-	435	795	943	1118	59	764	1356
gene-SAOUHSC_02827	CP000253.1	2605736	2606020	+	285	1792	625	1427	294	488	857
gene-SAOUHSC_02828	CP000253.1	2606191	2606997	+	807	1220	4882	1817	394	5533	6272
gene-SAOUHSC_02829	CP000253.1	2607117	2607788	-	672	1087	2280	815	111	1764	2755
gene-SAOUHSC_02830	CP000253.1	2608103	2609050	+	948	2007	8950	793	84	15128	17328
gene-SAOUHSC_02831	CP000253.1	2609299	2610099	-	801	365	539	391	61	596	774
gene-SAOUHSC_02832	CP000253.1	2610420	2611055	+	636	34	22	41	2	112	86
gene-SAOUHSC_02833	CP000253.1	2611061	2611792	+	732	118	218	153	9	421	460
gene-SAOUHSC_02834	CP000253.1	2611952	2612572	-	621	3920	1935	6115	361	2139	3118
gene-SAOUHSC_02836	CP000253.1	2612766	2613257	+	492	529	305	577	121	304	428
gene-SAOUHSC_02837	CP000253.1	2613695	2613865	-	171	956	83	1945	118	68	96
gene-SAOUHSC_02838	CP000253.1	2613927	2614025	-	99	2	1	0	0	3	2
gene-SAOUHSC_02839	CP000253.1	2614044	2614943	-	900	1511	5209	2069	757	4280	5636
gene-SAOUHSC_02840	CP000253.1	2614957	2615637	-	681	640	2410	762	104	2067	2528
gene-SAOUHSC_02841	CP000253.1	2615640	2616635	-	996	1493	4374	1626	189	3495	4756
gene-SAOUHSC_02842	CP000253.1	2617234	2617437	+	204	176	124	91	19	154	220
gene-SAOUHSC_02843	CP000253.1	2617620	2618555	+	936	1773	336	3324	153	349	470
gene-SAOUHSC_02844	CP000253.1	2618637	2619605	-	969	6274	3032	11151	2912	1583	3516
gene-SAOUHSC_02845	CP000253.1	2619738	2620082	-	345	1271	610	1711	295	283	759
gene-SAOUHSC_02846	CP000253.1	2620124	2620534	-	411	1767	660	2702	296	313	905
gene-SAOUHSC_02848	CP000253.1	2620914	2622980	-	2067	61797	7866	61632	13924	8989	14108
gene-SAOUHSC_02849	CP000253.1	2623281	2625020	-	1740	65565	24757	110467	27877	11724	17713
gene-SAOUHSC_02850	CP000253.1	2625067	2625756	-	690	14892	6162	32446	13626	3002	4086
gene-SAOUHSC_02851	CP000253.1	2625749	2626144	-	396	21	40	23	3	28	62
gene-SAOUHSC_02852	CP000253.1	2626357	2627184	-	828	1305	578	1376	351	503	872
gene-SAOUHSC_02853	CP000253.1	2627402	2627620	+	219	58384	32184	26829	5636	20059	40768
gene-SAOUHSC_02855	CP000253.1	2628010	2628441	+	432	427	798	294	46	829	813
gene-SAOUHSC_02856	CP000253.1	2628706	2628810	-	105	1610	127	2599	132	196	177
gene-SAOUHSC_02857	CP000253.1	2628973	2629107	-	135	745	45	815	176	68	50
gene-SAOUHSC_02858	CP000253.1	2629201	2629458	-	258	1941	159	2448	388	146	151
gene-SAOUHSC_02859	CP000253.1	2630037	2631314	-	1278	3251	2781	4421	1634	2199	3282
gene-SAOUHSC_02860	CP000253.1	2631568	2632734	+	1167	18844	10941	17306	3772	6869	11061
gene-SAOUHSC_02861	CP000253.1	2632904	2633425	-	522	1970	1336	2711	1421	957	1553
gene-SAOUHSC_02862	CP000253.1	2633834	2635939	+	2106	24642	8386	39044	15193	4216	7090
gene-SAOUHSC_02863	CP000253.1	2636008	2636178	-	171	56	200	102	2	216	296
gene-SAOUHSC_02864	CP000253.1	2636191	2638185	-	1995	716	1382	925	124	1245	1977
gene-SAOUHSC_02865	CP000253.1	2638197	2638424	-	228	132	140	221	9	123	181
gene-SAOUHSC_02866	CP000253.1	2638640	2641108	-	2469	2341	1377	4017	543	1209	1843
gene-SAOUHSC_02867	CP000253.1	2641274	2641822	+	549	1749	2126	2364	184	2153	2746
gene-SAOUHSC_02868	CP000253.1	2641899	2642066	-	168	293	183	588	64	162	206
gene-SAOUHSC_02869	CP000253.1	2642178	2643722	-	1545	22455	18239	32667	5681	8700	15504
gene-SAOUHSC_02871	CP000253.1	2643912	2644511	-	600	607	280	1135	345	243	369
gene-SAOUHSC_02872	CP000253.1	2644750	2644941	+	192	2172	14519	5287	385	19834	21975
gene-SAOUHSC_02873	CP000253.1	2645181	2647589	+	2409	5578	9691	5772	912	7576	11657
gene-SAOUHSC_02874	CP000253.1	2647869	2648075	+	207	924	1135	864	54	839	1373
gene-SAOUHSC_02875	CP000253.1	2648165	2649163	-	999	4184	1378	7212	1163	1022	1667
gene-SAOUHSC_02876	CP000253.1	2649186	2650340	-	1155	4734	1341	7578	2228	711	1389
gene-SAOUHSC_02877	CP000253.1	2650767	2652275	-	1509	4978	1693	10146	4602	1081	1823
gene-SAOUHSC_02879	CP000253.1	2652287	2653150	-	864	2577	705	4428	801	397	653
gene-SAOUHSC_02880	CP000253.1	2653187	2654314	-	1128	5218	1232	9350	4632	598	1091
gene-SAOUHSC_02881	CP000253.1	2654320	2655813	-	1494	6910	1352	10061	5284	722	1323
gene-SAOUHSC_02882	CP000253.1	2655806	2656294	-	489	1494	171	2052	298	122	175
gene-SAOUHSC_02883	CP000253.1	2656469	2657236	-	768	807	2094	1075	618	2022	1579
gene-SAOUHSC_02885	CP000253.1	2657597	2659408	-	1812	9320	25300	11370	1548	38792	36927
gene-SAOUHSC_02886	CP000253.1	2659920	2660408	-	489	40	89	73	7	195	101
gene-SAOUHSC_02887	CP000253.1	2660684	2661385	-	702	12027	32533	8198	4391	48408	26877
gene-SAOUHSC_02888	CP000253.1	2661993	2663048	-	1056	10821	465	12081	2481	340	509
gene-SAOUHSC_02889	CP000253.1	2663175	2663303	-	129	9	3	18	2	2	7
gene-SAOUHSC_02890	CP000253.1	2663260	2663397	+	138	10	9	5	0	6	14
gene-SAOUHSC_02891	CP000253.1	2663458	2664027	+	570	793	848	1115	60	1103	1239
gene-SAOUHSC_02892	CP000253.1	2664225	2664725	+	501	666	702	1612	365	387	753
gene-SAOUHSC_02893	CP000253.1	2664945	2665175	+	231	806	1007	2114	148	777	1240
gene-SAOUHSC_02894	CP000253.1	2665325	2665702	-	378	885	595	1728	539	681	888
gene-SAOUHSC_02895	CP000253.1	2665719	2666540	-	822	986	563	1573	352	808	1009
gene-SAOUHSC_02896	CP000253.1	2666560	2666859	-	300	243	189	409	67	256	343
gene-SAOUHSC_02897	CP000253.1	2666990	2667547	+	558	708	285	1165	75	186	322
gene-SAOUHSC_02898	CP000253.1	2667540	2668244	+	705	937	518	1123	243	325	571
gene-SAOUHSC_02899	CP000253.1	2668342	2669352	+	1011	4226	1962	5878	1445	1053	1912
gene-SAOUHSC_02900	CP000253.1	2669372	2670202	+	831	13096	4012	17325	8019	2360	3780
gene-SAOUHSC_02901	CP000253.1	2670349	2671239	-	891	307	1526	403	74	2043	4049
gene-SAOUHSC_02902	CP000253.1	2671337	2671855	-	519	53	287	70	7	364	802
gene-SAOUHSC_02903	CP000253.1	2671852	2672655	-	804	79	688	97	12	760	1822
gene-SAOUHSC_02904	CP000253.1	2672670	2673776	-	1107	104	1411	137	18	1585	3431
gene-SAOUHSC_02905	CP000253.1	2674110	2674406	-	297	158	95	202	23	139	143
gene-SAOUHSC_02906	CP000253.1	2674394	2674762	-	369	325	274	521	73	295	347
gene-SAOUHSC_02907	CP000253.1	2674777	2675055	-	279	181	122	271	8	107	179
gene-SAOUHSC_02908	CP000253.1	2675397	2676263	-	867	4070	777	6395	2836	627	990
gene-SAOUHSC_02909	CP000253.1	2676481	2677545	+	1065	3350	2328	4240	835	1821	2572
gene-SAOUHSC_02910	CP000253.1	2677700	2677975	+	276	2292	1205	3939	317	1187	1671
gene-SAOUHSC_02911	CP000253.1	2678161	2678883	-	723	488	367	498	45	382	653
gene-SAOUHSC_02912	CP000253.1	2679237	2679686	+	450	3021	1395	2034	437	900	1489
gene-SAOUHSC_02913	CP000253.1	2679767	2680354	-	588	480	562	781	62	510	685
gene-SAOUHSC_02914	CP000253.1	2680332	2680430	-	99	4	9	2	0	11	15
gene-SAOUHSC_02915	CP000253.1	2680487	2682169	+	1683	1155	1085	1399	324	950	1374
gene-SAOUHSC_02916	CP000253.1	2682298	2682669	-	372	2094	3047	3434	235	3643	4009
gene-SAOUHSC_02918	CP000253.1	2682683	2683534	-	852	4196	4720	7887	1697	5343	5892
gene-SAOUHSC_02919	CP000253.1	2683527	2684318	-	792	4988	3765	8493	1836	3698	4190
gene-SAOUHSC_02920	CP000253.1	2684418	2685278	+	861	3005	967	4102	1297	744	1272
gene-SAOUHSC_02921	CP000253.1	2685364	2686068	-	705	1988	1233	2862	702	1638	1830
gene-SAOUHSC_02922	CP000253.1	2686346	2687305	-	960	6819	1210	9471	3940	1079	1650
gene-SAOUHSC_A02771	CP000253.1	2687866	2688060	-	195	14	17	18	4	9	20
gene-SAOUHSC_02923	CP000253.1	2687992	2689440	+	1449	61444	4820	65441	10030	2432	4199
gene-SAOUHSC_02924	CP000253.1	2689521	2690858	-	1338	16599	1244	39265	5763	813	1163
gene-SAOUHSC_02925	CP000253.1	2691116	2691532	+	417	926	83	1297	150	50	88
gene-SAOUHSC_02926	CP000253.1	2691655	2692545	+	891	25079	9106	30544	3843	5254	12853
gene-SAOUHSC_02927	CP000253.1	2692738	2694234	-	1497	78606	41562	86879	41672	29751	42588
gene-SAOUHSC_02928	CP000253.1	2694530	2694859	+	330	274	195	466	22	643	360
gene-SAOUHSC_02929	CP000253.1	2694919	2696517	-	1599	18917	4585	27933	9889	2697	5240
gene-SAOUHSC_02930	CP000253.1	2696711	2697154	-	444	3769	923	3946	756	616	965
gene-SAOUHSC_02931	CP000253.1	2697435	2697647	-	213	1667	166	1423	126	141	229
gene-SAOUHSC_02932	CP000253.1	2697925	2699634	-	1710	502	2133	505	217	2286	3026
gene-SAOUHSC_02933	CP000253.1	2699895	2701385	-	1491	517	10907	526	155	13887	18277
gene-SAOUHSC_02934	CP000253.1	2701454	2701549	+	96	1	1	1	0	4	5
gene-SAOUHSC_02935	CP000253.1	2701638	2702201	+	564	1822	2546	3924	219	2837	3683
gene-SAOUHSC_02936	CP000253.1	2702389	2703075	-	687	2333	837	4034	1389	765	911
gene-SAOUHSC_02937	CP000253.1	2703339	2704943	-	1605	1496	4629	2103	418	4494	4683
gene-SAOUHSC_02939	CP000253.1	2705093	2705254	+	162	2	2	0	1	7	6
gene-SAOUHSC_02940	CP000253.1	2705270	2705380	-	111	3	3	4	1	5	5
